Bonus Name,Aztecs,Berbers,Britons,Burmese,Byzantines,Celts,Chinese,Ethiopians,Franks,Goths,Huns,Incas,Indians,Italians,Japanese,Khmer,Koreans,Magyars,Malay,Malians,Mayans,Mongols,Persians,Portuguese,Saracens,Slavs,Spanish,Teutons,Turks,Vietnamese,Vikings
Elite_Janissary_gold_cost,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,46.75,55,55,55,55,55,55,55
Elite_Janissary_Hit_points,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,62.5,50,50
Elite_Kamayuk_gold_cost,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,25.5,30,30,30,30,30,30,30
Elite_Karambit_Warrior_gold_cost,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12.75,15,15,15,15,15,15,15
Elite_Longboat_gold_cost,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,34,40,40,40,40,40,40,40
Elite_Longboat_HP,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,176,160,160,160,160,160,160,160
Elite_Longbowman_Attack_Range_vs_buildings_in_the_Imperial_Age,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Elite_Longbowman_Attack_Range_vs_units_in_the_Imperial_Age,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Elite_Longbowman_gold_cost,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,34,40,40,40,40,40,40,40
Elite_Magyar_Huszar_gold_cost,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8.5,10,10,10,10,10,10,10
Elite_Mameluke_gold_cost,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,72.25,85,85,85,85,85,85,85
Elite_Mangudai_gold_cost,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,55.25,65,65,65,65,65,65,65
Elite_Organ_Gun_gold_cost,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,51,60,60,60,60,60,60,60
Elite_Plumed_Archer_Gold_in_the_Castle_Age,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,28,35,35,29.75,35,35,35,35,35,35,35
Elite_Plumed_Archer_Gold_in_the_Imperial_Age,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,24.5,35,35,29.75,35,35,35,35,35,35,35
Elite_Plumed_Archer_Wood_in_the_Castle_Age,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,28,35,35,35,35,35,35,35,35,35,35
Elite_Plumed_Archer_Wood_in_the_Imperial_Age,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,24.5,35,35,35,35,35,35,35,35,35,35
Elite_Rattan_Archer_gold_cost,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,38.25,45,45,45,45,45,45,45
Elite_Samurai_gold_cost,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,25.5,30,30,30,30,30,30,30
Elite_Samurai_Rate_of_Fire_starting_in_the_Castle_Age,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.8125,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
Elite_Shotel_Warrior_gold_cost,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,29.75,35,35,35,35,35,35,35
Elite_Skirmisher_creation_speed,18.7,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Elite_Skirmisher_Food_in_the_Castle_Age,25,25,25,25,18.75,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,20,25,25,25,25,25,25,25,25,25,25
Elite_Skirmisher_Food_in_the_Imperial_Age,25,25,25,25,18.75,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,17.5,25,25,25,25,25,25,25,25,25,25
Elite_Skirmisher_Wood_in_the_Castle_Age,35,35,35,35,26.25,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,28,35,35,35,35,35,35,35,35,35,35
Elite_Skirmisher_Wood_in_the_Imperial_Age,35,35,35,35,26.25,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,24.5,35,35,35,35,35,35,35,35,35,35
Elite_Tarkan_gold_cost,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,51,60,60,60,60,60,60,60
Elite_Teutonic_Knight_gold_cost,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,34,40,40,40,40,40,40,40
Elite_Throwing_Axeman_gold_cost,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21.25,25,25,25,25,25,25,25
Elite_Turtle_Ship_gold_cost,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,153,180,180,180,180,180,180,180
Elite_Turtle_Ship_HP,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,330,300,300,300,300,300,300,300
Elite_War_Elephant_gold_cost,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,63.75,75,75,75,75,75,75,75
Elite_War_Wagon_gold_cost,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,51,60,60,60,60,60,60,60
Elite_Woad_Raider_gold_cost,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21.25,25,25,25,25,25,25,25
Elite_Woad_Raider_move_Speed,1.38,1.38,1.38,1.38,1.38,1.587,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38
Enemy_herdables_convertibility_near_enemy_units,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enemy_positions_concealed_at_game_start,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
Faith_cost_in_Food_in_the_Imperial_Age,750,750,750,375,750,750,600,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750
Faith_cost_in_Gold_in_the_Imperial_Age,1000,1000,1000,500,1000,1000,800,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Farm_build_time,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,10.5,15,15,15,15
Farm_cost_in_wood,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,40.2,60,60,60
Farm_Food_Generated_per_Wood,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,3.358,2.92,2.92,2.92,2.92,2.92
Farm_food_per_Villager_per_Minute_to_the_Town_Center_upon_reaching_Castle_Age,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.3,2,2,2,2,2,2,2,2
Farm_food_per_Villager_per_Minute_to_the_Town_Center_upon_reaching_Feudal_Age,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.2,2,2,2,2,2,2,2,2
Farm_food_per_Villager_per_Minute_to_the_Town_Center_upon_reaching_Imperial_Age,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.4,2,2,2,2,2,2,2,2
Farm_HP_upon_reaching_Castle_Age,480,480,480,480,624,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480
Farm_HP_upon_reaching_Dark_Age,480,480,480,480,528,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480
Farm_HP_upon_reaching_Feudal_Age,480,480,480,480,576,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480
Farm_HP_upon_reaching_Imperial_Age,480,480,480,480,672,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480
Fast_Fire_Ship_creation_speed,30.6,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
Fast_Fire_Ship_gold_cost,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,38.25,45,45,45,45,45,45,45
Fast_Fire_Ship_HP,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,154,140,140,140,140,140,140,140
Fast_Fire_Ships_fire_rate,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Feitoria_building_availability_in_the_Imperial_Age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fervor_cost_in_Gold_in_the_Castle_Age,140,140,140,70,140,140,119,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
Fervor_cost_in_Gold_in_the_Imperial_Age,140,140,140,70,140,140,112,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
Feudal_Age_food_reward,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feudal_Age_gold_reward,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feudal_Age_research_food_cost,500,500,500,500,500,500,500,500,500,500,500,500,500,425,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
Feudal_Age_research_maximum_buildings_required,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Feudal_Age_research_time,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,26,130,130,130,130,130,130,130,130,130,130,130,130
Fire_Galley_creation_speed,51,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Fire_Galley_gold_cost,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,38.25,45,45,45,45,45,45,45
Fire_Galley_HP,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,100,100,100,100,100,100,100
Fire_Galley_Rate_of_Fire,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.25,0.25,0.25
Fire_Galley_Speed,1.3,1.43,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
Fire_Ship_creation_speed,30.6,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
Fire_Ship_gold_cost,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,38.25,45,45,45,45,45,45,45
Fire_Ship_HP,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,132,120,120,120,120,120,120,120
Fire_Ship_Speed,1.35,1.485,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
Fire_Ships_fire_rate,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Fish_Trap_build_time,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,28,40,40,40,40
Fish_Trap_cost_in_wood,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,67,85,100,100,100,100,100,100,100,100,100,100,100
Fish_Trap_Food_Generated_per_Wood,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,9999,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15
Fish_Trap_HP_upon_reaching_Castle_Age,50,50,50,50,65,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Fish_Trap_HP_upon_reaching_Feudal_Age,50,50,50,50,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Fish_Trap_HP_upon_reaching_Imperial_Age,50,50,50,50,70,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Fishing_Ship_HP_rating,60,60,60,60,60,60,60,60,60,60,60,60,60,60,120,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Fishing_Ship_PierceArmor_rating,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Fishing_Ship_Speed,1.26,1.386,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
Fishing_Ship_wood_cost,75,75,75,75,75,75,75,75,75,75,75,75,75,63.75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
Fletching_cost_in_Food_in_the_Castle_Age,100,100,100,100,100,100,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Fletching_cost_in_Food_in_the_Feudal_Age,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Fletching_cost_in_Food_in_the_Imperial_Age,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Fletching_cost_in_Gold_in_the_Castle_Age,50,50,50,50,50,50,42.5,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Fletching_cost_in_Gold_in_the_Feudal_Age,50,50,50,50,50,50,45,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Fletching_cost_in_Gold_in_the_Imperial_Age,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Fletching_upgrade_cost_in_Gold,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,50,50,50
Food_consumption_rate,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.85,1,1,1,1,1,1,1,1,1,1
Food_stockpile_at_start_of_game,200,200,200,200,200,200,0,200,200,200,200,200,200,200,200,200,200,200,200,200,150,200,250,200,200,200,200,200,200,200,200
Forage_Bush_food_gathering_per_second_by_Villager,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.3875,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
Forging_cost_in_Food_in_the_Castle_Age,150,150,150,150,150,150,127.5,150,150,150,150,150,150,150,150,150,150,0,150,150,150,150,150,150,150,150,150,150,150,150,150
Forging_cost_in_Food_in_the_Feudal_Age,150,150,150,150,150,150,135,150,150,150,150,150,150,150,150,150,150,0,150,150,150,150,150,150,150,150,150,150,150,150,150
Forging_cost_in_Food_in_the_Imperial_Age,150,150,150,150,150,150,120,150,150,150,150,150,150,150,150,150,150,0,150,150,150,150,150,150,150,150,150,150,150,150,150
Fortified_Wall_Construction_time,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6.7,10,10,10,10,10,10,10,10,10,7,10,10,10,10
Fortified_Wall_cost_in_stone,5,5,5,5,5,5,5,5,5,5,5,4.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Fortified_Wall_HP_upon_reaching_Castle_Age,3000,3000,3000,3000,3900,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
Fortified_Wall_HP_upon_reaching_Imperial_Age,3000,3000,3000,3000,4200,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
Galleon_gold_cost,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,25.5,30,30,30,30,30,30,30
Galleon_HP,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,181.5,165,165,165,165,165,165,165
Galleon_Speed,1.43,1.573,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43
Galley_creation_speed,51,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Galley_gold_cost,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,25.5,30,30,30,30,30,30,30
Galley_HP,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,132,120,120,120,120,120,120,120
Galley_Rate_of_Fire,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.66,3.05,3.05,3.05,3.05,3.05,3.05
Galley_Speed,1.43,1.573,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43
Gate_(Fortified)_Construction_time,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,46.9,70,70,70,70,70,70,70,70,70,49,70,70,70,70
Gate_(Fortified)_HP_upon_reaching_Castle_Age,4000,4000,4000,4000,5200,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
Gate_(Fortified)_HP_upon_reaching_Feudal_Age,1375,1375,1375,1375,1650,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375
Gate_(Fortified)_HP_upon_reaching_Imperial_Age,4000,4000,4000,4000,5600,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
Gate_Construction_time,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,46.9,70,70,70,70,70,70,70,70,70,49,70,70,70,70
Gate_cost_in_stone,30,30,30,30,30,30,30,30,30,30,30,25.5,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Gate_HP_upon_reaching_Castle_Age,2750,2750,2750,2750,3575,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750
Gate_HP_upon_reaching_Feudal_Age,1375,1375,1375,1375,1650,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375
Gate_HP_upon_reaching_Imperial_Age,2750,2750,2750,2750,3850,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750,2750
Gbeto_gold_cost,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,34,40,40,40,40,40,40,40
Genitour_HP,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,50
Genoese_Crossbowman_gold_cost,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,38.25,45,45,45,45,45,45,45
Gillnets_cost_in_Food_in_the_Castle_Age,150,150,150,150,150,150,127.5,150,150,150,150,150,150,75,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
Gillnets_cost_in_Food_in_the_Imperial_Age,150,150,150,150,150,150,120,150,150,150,150,150,150,75,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
Gillnets_cost_in_Wood_in_the_Castle_Age,200,200,200,200,200,200,170,200,200,200,200,200,200,100,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
Gillnets_cost_in_Wood_in_the_Imperial_Age,200,200,200,200,200,200,160,200,200,200,200,200,200,100,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
Gold_consumption_rate,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.85,1,1,1,1,1,1,1,1,1,1
Gold_mined_per_Villager_per_Minute,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Gold_Mining_cost_in_Food_in_the_Castle_Age,100,100,100,100,100,100,85,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100
Gold_Mining_cost_in_Food_in_the_Feudal_Age,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100
Gold_Mining_cost_in_Food_in_the_Imperial_Age,100,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100
Gold_Mining_cost_in_Wood_in_the_Castle_Age,75,75,75,75,75,75,63.75,75,75,75,75,75,75,75,75,75,75,75,75,0,75,75,75,75,75,75,75,75,75,75,75
Gold_Mining_cost_in_Wood_in_the_Feudal_Age,75,75,75,75,75,75,67.5,75,75,75,75,75,75,75,75,75,75,75,75,0,75,75,75,75,75,75,75,75,75,75,75
Gold_Mining_cost_in_Wood_in_the_Imperial_Age,75,75,75,75,75,75,60,75,75,75,75,75,75,75,75,75,75,75,75,0,75,75,75,75,75,75,75,75,75,75,75
Gold_per_Villager_per_Minute_to_the_Town_Center_upon_reaching_Castle_Age,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.3,2,2,2,2,2,2,2,2
Gold_per_Villager_per_Minute_to_the_Town_Center_upon_reaching_Feudal_Age,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.2,2,2,2,2,2,2,2,2
Gold_per_Villager_per_Minute_to_the_Town_Center_upon_reaching_Imperial_Age,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.4,2,2,2,2,2,2,2,2
Gold_Shaft_Mining_cost_in_Food_in_the_Castle_Age,200,200,200,200,200,200,170,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
Gold_Shaft_Mining_cost_in_Food_in_the_Imperial_Age,200,200,200,200,200,200,160,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
Gold_Shaft_Mining_cost_in_Wood_in_the_Castle_Age,150,150,150,150,150,150,127.5,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
Gold_Shaft_Mining_cost_in_Wood_in_the_Imperial_Age,150,150,150,150,150,150,120,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
Gold_stockpile_at_start_of_game,150,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Great_Wall_cost_in_Stone_in_the_Castle_Age,200,200,200,200,200,200,170,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
Great_Wall_cost_in_Stone_in_the_Imperial_Age,200,200,200,200,200,200,160,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
Great_Wall_cost_in_Wood_in_the_Castle_Age,400,400,400,400,400,400,340,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
Great_Wall_cost_in_Wood_in_the_Imperial_Age,400,400,400,400,400,400,320,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
Guard_Tower_building_UpCost_Food,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,0,500,500,500,500,500,500,500,500,500,500,500,500,500,500
Guard_Tower_building_UpCost_Wood,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,0,350,350,350,350,350,350,350,350,350,350,350,350,350,350
Guard_Tower_Construction_time,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,53.6,80,80,80,80,80,80,80,80,80,56,80,80,80,80
Guard_Tower_cost_in_stone,125,125,125,125,125,125,125,125,125,125,125,106.25,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125
Guard_Tower_cost_in_wood,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,42.5,50,50,50,50,50,50,50,50,50,50,50
Guard_Tower_Garrison_count,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5
Guard_Tower_HP_upon_reaching_Castle_Age,1500,1500,1500,1500,1950,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
Guard_Tower_HP_upon_reaching_Imperial_Age,1500,1500,1500,1500,2100,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
Guard_Tower_Range_in_the_Castle_Age,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8
